application,conf,threads,CH,CHv2,CA,CB,CBv2,CC,NBC,SP(16)
__cere__mg_resid_516,conf1,32,152.12352593585302,0.015212352593585301,17404164.666015625,119.52174297455996,0.5444642583236556,0.5,0.9312405989908412,0.5090072423082975
__cere__mg_resid_516,conf1,64,97.759635697048,0.0097759635697048,5657673.654296875,16.985242876253402,0.1451913289116331,0.475341796875,0.9606299244755251,0.7429995474643847
__cere__mg_resid_516,conf2,16,424.347040343887,0.042434704034388704,21932494.140625,4.421000197961833,0.042338228800533284,0.5,0.8653026825832854,0.0
__cere__mg_resid_516,conf2,32,207.17129399526084,0.020717129399526083,10860530.015625,5.142464696211779,0.04890949352452323,0.490234375,0.9285660724350497,0.505925837167181
__cere__mg_resid_516,conf2,64,86.41711986825331,0.008641711986825331,5752220.741699219,17.94836195074112,0.15217135408999505,0.476318359375,0.9603751969883201,0.7433097914696776
__cere__mg_resid_516,conf3,16,302.7182822898936,0.030271828228989356,881666.90625,97.94526993453204,0.4948098530817444,0.48046875,0.8444260288067266,0.0
__cere__mg_resid_516,conf3,32,141.36716159135855,0.014136716159135854,367494.26171875,202.7659434860861,0.6697118610878519,0.482421875,0.8926624077495428,0.4826772008164115
__cere__mg_resid_516,conf3,64,97.39458680544266,0.009739458680544264,170914.89990234375,317.4435094059439,0.7604466287131686,0.472900390625,0.9300357595553331,0.7059371837938526
__cere__mg_resid_516,conf4,16,311.35720246124225,0.031135720246124224,154988.1171875,155.0268495886202,0.6078844240859014,0.32421875,0.6964050520203691,0.0
__cere__mg_resid_516,conf4,32,134.98579891491175,0.013498579891491176,198312.810546875,188.21587391344988,0.6530378474919476,0.357421875,0.8509252157155167,0.40946852244036536
__cere__mg_resid_516,conf4,64,38.78885196838303,0.003878885196838303,34286.5390625,532.870088183751,0.8419896881412328,0.26123046875,0.8184269570305585,0.5192963192552107
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf1,16,541.8814307255373,0.05418814307255372,73400.75,119.80982823744988,0.5450612886518666,0.37890625,0.8270775077230137,0.0
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf1,32,317.12241015857217,0.031712241015857213,46157.650390625,178.56744529205,0.641020507995254,0.3779296875,0.9088365929317395,0.5049630137745059
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf1,64,107.93101024610354,0.010793101024610353,195383.6962890625,40.116556012419565,0.2863084645676257,0.487548828125,0.9591929676834552,0.7493175325264558
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf2,16,365.30171344708333,0.03653017134470834,133636.734375,29.45766806493022,0.22754672245567997,0.48828125,0.8399718406393452,0.0
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf2,32,259.37526421580446,0.025937526421580447,141331.3671875,88.79160041381029,0.47031541773674745,0.5146484375,0.9175105988447474,0.5047494211713772
__cere__needle__Z12nw_optimizedPiS_S_iii_116,conf2,64,178.72374251078026,0.017872374251078023,157482.9052734375,69.49784139207323,0.41002198506655063,0.46728515625,0.9595801150168239,0.7506908317398909
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf1,16,468.7411914021352,0.04687411914021352,560908.203125,148.76632971777775,0.5980163388130189,0.44921875,0.760716235179414,0.0
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf1,32,143.814930612946,0.0143814930612946,1273723.59375,737.099922704482,0.8805399483529727,0.65234375,0.9207555624619794,0.4767109745037649
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf1,64,232.50386380273966,0.02325038638027397,1744331.61328125,202.14761992479063,0.6690359499608449,0.409912109375,0.9498682364889437,0.7072484848820351
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf2,16,712.9265092323385,0.07129265092323386,257367.5078125,95.63804082325005,0.4888519657056605,0.50390625,0.7553493619487042,0.0
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf2,32,137.584912560902,0.013758491256090199,466175.037109375,1065.3947361568719,0.9141921643392946,0.7021484375,0.9391362139201846,0.4918500825151517
__cere__needle__Z12nw_optimizedPiS_S_iii_176,conf2,64,67.34498332451568,0.0067344983324515665,233169.13671875,1696.6333217174583,0.9443403399061936,0.712646484375,0.9520136657605659,0.680084927453162
__cere__pathfinder__Z3runiPPc_98,conf1,16,479.8580591630894,0.04798580591630895,2558693.109375,656.8627707458982,0.8678756521457005,0.71875,0.9328845269453017,0.0
__cere__pathfinder__Z3runiPPc_98,conf1,32,262.26869223226686,0.02622686922322669,1369445.5625,1251.3801091673552,0.9260015747444925,0.734375,0.9603404307692224,0.5131513776058733
__cere__pathfinder__Z3runiPPc_98,conf1,64,133.42700427872424,0.013342700427872424,729760.6625976562,2396.588673610086,0.9599453441982498,0.734130859375,0.9784016944762478,0.7567828385504685
__cere__pathfinder__Z3runiPPc_98,conf2,16,545.3238118953493,0.054532381189534934,1687227.0625,556.2750204820164,0.8476248571421282,0.71875,0.9165440202865405,0.0
__cere__pathfinder__Z3runiPPc_98,conf2,32,289.66698841947215,0.028966698841947212,1241106.33203125,1221.5210455140136,0.9243296197669676,0.734375,0.9589916564518273,0.513977802711499
__cere__pathfinder__Z3runiPPc_98,conf2,64,131.45759979974991,0.013145759979974992,433187.93212890625,2055.278974645284,0.9536022940990931,0.6962890625,0.9754946703298775,0.7546408900487983
__cere__sp_compute_rhs_1302,conf1,16,266.3728042339617,0.026637280423396168,1944491.109375,37.58524593408441,0.27317788094873985,0.4453125,0.7596303896381758,0.0
